"","gene","cntA","cntB","med_pa_len_A","med_pa_len_B","iso_pa_pval","iso_pa_sig","iso_pa_diff"
"3293","PRKCSH",11,8,138,111.5,0.31035777385159,"False",26.5
"3294","PRKD2",5,6,121,163,0.207118644067797,"False",42
"3296","PRKDC",25,20,175,165,0.468649425287356,"False",10
"3297","PRKRA",37,67,89,86,0.493792184724689,"False",3
"3298","PRKRIP1",13,16,144,123.5,0.380805322128852,"False",20.5
"3300","PRMT1",33,42,95,73.5,0.342121451104101,"False",21.5
"3301","PRMT2",27,31,82,83,0.496910247592847,"False",1
"3303","PRMT5",15,32,69,84,0.410153521974714,"False",15
"3306","PROSC",8,13,100.5,88,0.431135611907387,"False",12.5
"3307","PRPF19",8,13,124.5,157,0.267982456140351,"False",32.5
"3308","PRPF3",9,11,95,118,0.335334947538337,"False",23
"3309","PRPF31",23,25,128,118,0.460244869402985,"False",10
"3310","PRPF38A",31,25,93,92,0.49824480762683,"False",1
"3312","PRPF40A",12,15,57.5,78,0.330474814203138,"False",20.5
"3315","PRPF8",14,14,104.5,133,0.283977495107632,"False",28.5
"3318","PRPSAP2",6,9,62.5,71,0.459923773225345,"False",8.5
"3323","PRRC2B",24,24,159,133.5,0.348604471858134,"False",25.5
"3324","PRSS23",7,8,83,63,0.333634881825591,"False",20
"3325","PRTFDC1",7,11,78,106,0.259510752688172,"False",28
"3326","PRTG",5,16,167,173,0.480140538400633,"False",6
"3328","PSAP",70,158,130,134,0.489942056074766,"False",4
"3329","PSAT1",137,79,122,112,0.467994159928122,"False",10
"3332","PSIP1",15,23,151,115,0.20907122905028,"False",36
"3333","PSMA3",59,60,94,75.5,0.382134602311353,"False",18.5
"3334","PSMA4",129,178,89,84,0.483610038610039,"False",5
"3335","PSMA5",47,36,82,97,0.403312769895126,"False",15
"3336","PSMA7",100,152,71,77,0.478612565445026,"False",6
"3337","PSMB1",142,239,72.5,82,0.449853756933939,"False",9.5
"3338","PSMB2",156,176,115.5,113,0.496910247592847,"False",2.5
"3339","PSMB3",97,181,113,106,0.471515477214101,"False",7
"3340","PSMB4",39,104,102,96.5,0.485863844393593,"False",5.5
"3341","PSMB5",8,12,97,67,0.215549525101764,"False",30
"3342","PSMB6",304,483,78,71,0.471515477214101,"False",7
"3343","PSMB7",101,113,79,83,0.488104364326376,"False",4
"3344","PSMC1",8,9,83,57,0.243826291079812,"False",26
"3345","PSMC1P1",61,67,49,46,0.492958287596048,"False",3
"3346","PSMC2",49,46,71,63,0.471515477214101,"False",8
"3347","PSMC3",97,121,78,70,0.471515477214101,"False",8
"3348","PSMC3IP",43,32,93,116,0.332174629324547,"False",23
"3349","PSMC4",50,52,98,103,0.475840927920464,"False",5
"3350","PSMC5",99,254,87,92,0.479880999603332,"False",5
"3351","PSMC6",13,33,56,71,0.382134602311353,"False",15
"3352","PSMD1",17,19,85,75,0.449356486210419,"False",10
"3353","PSMD10",44,58,90,75.5,0.398895166352793,"False",14.5
"3354","PSMD11",26,24,79.5,78.5,0.498796673455533,"False",1
"3355","PSMD12",16,16,100,131.5,0.241944444444444,"False",31.5
"3356","PSMD13",125,133,103,108,0.477731519090171,"False",5
"3357","PSMD14",55,91,62,70,0.460244869402985,"False",8
"3358","PSMD2",11,47,92,123,0.259510752688172,"False",31
"3359","PSMD4",138,218,95.5,102,0.473804857264593,"False",6.5
"3361","PSMD6",75,65,87,91,0.490392923649907,"False",4
"3362","PSMD7",125,136,75,72.5,0.496687953054884,"False",2.5
"3363","PSMD8",75,107,79,81,0.495550668543279,"False",2
"3364","PSME1",23,62,137,111,0.304950539568345,"False",26
"3366","PSME3",37,24,137,177,0.225271668822769,"False",40
"3368","PSMF1",21,26,82,131.5,0.0759530386740332,"False",49.5
"3369","PSMG1",8,10,90.5,162,0.0167857142857143,"True",71.5
"3370","PSMG2",20,24,79,140,0.0290952380952381,"True",61
"3371","PSMG3",11,16,108,126.5,0.400468164794007,"False",18.5
"3373","PSMG4",8,15,83.5,108,0.290815268614515,"False",24.5
"3378","PTBP1",6,6,118.5,115,0.488984522461306,"False",3.5
"3381","PTCD3",15,12,117,134,0.39244071146245,"False",17
"3382","PTDSS1",12,12,61,86,0.264681628392484,"False",25
"3385","PTGES3",116,150,90,101,0.439227685729556,"False",11
"3386","PTGR1",14,11,69.5,98,0.263694736842105,"False",28.5
"3387","PTK2",12,7,124,84,0.148765217391304,"False",40
"3389","PTMA",1990,1860,93.5,101,0.464494717501148,"False",7.5
"3390","PTMAP2",26,34,83,92.5,0.454621909840039,"False",9.5
"3391","PTMS",101,192,169,158,0.463390963577686,"False",11
"3392","PTN",59,54,82,83,0.498222449675878,"False",1
"3393","PTOV1",16,33,82,123,0.135385356454721,"False",41
"3394","PTP4A1",9,16,123,137.5,0.428861856823266,"False",14.5
"3395","PTP4A2",9,16,56,99.5,0.0859462915601024,"False",43.5
"3404","PTPRF",11,10,149,120,0.300491803278688,"False",29
"3407","PTPRS",12,22,208.5,254.5,0.233551171393342,"False",46
"3408","PTPRZ1",19,22,152,134.5,0.429397222222222,"False",17.5
"3410","PTRH2",30,32,100,92.5,0.46300790330079,"False",7.5
"3411","PTRHD1",42,81,87.5,84,0.496910247592847,"False",3.5
"3412","PTS",10,12,101,99,0.496687953054884,"False",2
"3413","PTTG1",132,221,109.5,114,0.484286263947672,"False",4.5
"3415","PUDP",8,12,111,112,0.498222449675878,"False",1
"3416","PUF60",37,56,95,118,0.346344800625489,"False",23
"3418","PUM3",18,8,57,106,0.0604950495049505,"False",49
"3423","PWP1",30,18,54,74.5,0.325866666666667,"False",20.5
"3424","PXDN",7,25,87,135,0.096764705882353,"False",48
"3427","PYCR1",24,22,103.5,96,0.471515477214101,"False",7.5
"3430","PYM1",9,19,121,128,0.479239475774424,"False",7
"3431","QARS",19,28,114,84.5,0.248823529411765,"False",29.5
"3432","QDPR",6,14,59,108,0.0462878787878788,"True",49
"3433","QKI",17,31,132,151,0.388260869565217,"False",19
"3434","QPRT",11,12,106,132.5,0.30875,"False",26.5
"3437","R3HCC1",23,71,77,89,0.422782281412855,"False",12
"3438","R3HDM1",30,34,104,97,0.477460317460318,"False",7
"3443","RAB11B",19,28,113,143.5,0.282420477137177,"False",30.5
"3445","RAB13",8,24,77,90.5,0.412642180094787,"False",13.5
"3446","RAB14",8,8,155,139,0.4323897659227,"False",16
"3447","RAB18",19,31,81,75,0.478152480839048,"False",6
"3448","RAB1A",10,21,86,99,0.430377149195785,"False",13
"3449","RAB1B",7,5,121,151,0.255142857142857,"False",30
"3451","RAB28",12,22,118,66.5,0.0666199376947041,"False",51.5
"3453","RAB30-AS1",7,10,152,62,0,"True",90
"3454","RAB34",6,7,140.5,148,0.476317204301075,"False",7.5
"3455","RAB35",12,20,146.5,123.5,0.324288121314238,"False",23
"3459","RAB5B",16,11,134.5,104,0.276888217522659,"False",30.5
"3461","RAB6A",10,8,100,141.5,0.156934931506849,"False",41.5
"3462","RAB7A",11,13,108,113,0.478612565445026,"False",5
"3463","RAB8A",7,14,105,138,0.259510752688172,"False",33
"3469","RABEPK",19,18,94,85,0.460244869402985,"False",9
"3470","RABGAP1",6,11,146,158,0.451582341269841,"False",12
"3474","RABIF",7,19,154,101,0.0859462915601024,"False",53
"3476","RABL6",9,8,80,95.5,0.403312769895126,"False",15.5
"3477","RAC1",24,44,108,66,0.100936123348018,"False",42
"3478","RAC3",12,6,144,152.5,0.460244869402985,"False",8.5
"3479","RACGAP1",9,15,64,95,0.224220183486239,"False",31
"3480","RAD1",8,13,122,109,0.440593849416755,"False",13
"3483","RAD21",14,34,126.5,105,0.344494909945184,"False",21.5
"3484","RAD23A",49,33,126,157,0.248823529411765,"False",31
"3485","RAD23B",11,26,131,87,0.115525210084034,"False",44
"3487","RAD51AP1",5,11,152,119,0.245681818181818,"False",33
"3489","RAD51C",39,25,82,96,0.415120588235294,"False",14
"3492","RAE1",30,46,118.5,103.5,0.4323897659227,"False",15
"3493","RAF1",6,13,128,124,0.491764057331863,"False",4
"3495","RALB",6,13,73,124,0.0759530386740332,"False",51
"3498","RALY",6,12,106.5,108,0.496687953054884,"False",1.5
"3500","RAN",618,478,81,79,0.495753424657534,"False",2
"3501","RANBP1",22,57,104.5,120,0.438304674905965,"False",15.5
"3503","RANBP3",11,8,158,129.5,0.310859649122807,"False",28.5
"3505","RANGRF",13,27,71,84,0.415120588235294,"False",13
"3507","RAP1B",7,15,47,70,0.272657200811359,"False",23
"3508","RAP1GDS1",10,12,108,99,0.469280087527352,"False",9
"3509","RAP2B",14,18,134.5,133.5,0.497325581395349,"False",1
"3512","RARRES2",11,5,132,102,0.256806768558952,"False",30
"3513","RARS",31,31,80,69,0.440154749199573,"False",11
"3514","RARS2",19,35,75,71,0.484286263947672,"False",4
"3519","RAVER2",19,13,187,187,0.500396825396825,"False",0
"3521","RBBP4",23,55,126,145,0.39244071146245,"False",19
"3522","RBBP6",8,12,122.5,93.5,0.266756756756757,"False",29
"3523","RBBP7",13,60,93,68.5,0.28576181292189,"False",24.5
"3526","RBM12",7,16,69,118.5,0.0604950495049505,"False",49.5
"3528","RBM15B",11,22,109,90,0.382134602311353,"False",19
"3530","RBM18",18,7,85.5,114,0.230566037735849,"False",28.5
"3532","RBM23",6,11,67.5,138,0.0167857142857143,"True",70.5
"3533","RBM3",21,28,99,81,0.370369440459111,"False",18
"3534","RBM39",15,30,104,113.5,0.463390963577686,"False",9.5
"3535","RBM42",10,16,148.5,149,0.500583277140931,"False",0.5
"3537","RBM4B",5,12,112,98,0.437375271149675,"False",14
"3539","RBM6",11,9,102,129,0.310859649122807,"False",27
"3540","RBM8A",120,193,121.5,105,0.398895166352793,"False",16.5
"3543","RBMX",84,160,87,99.5,0.438304674905965,"False",12.5
"3544","RBMX2",9,8,100,103,0.496687953054884,"False",3
"3547","RBPMS2",6,6,98.5,125,0.301352941176471,"False",26.5
"3549","RBX1",111,228,102,84.5,0.370964285714286,"False",17.5
"3550","RCC1",38,18,102.5,95.5,0.472409226826143,"False",7
"3551","RCC2",5,7,147,174,0.348397982932506,"False",27
"3552","RCE1",10,6,192.5,155.5,0.246655132641292,"False",37
"3553","RCHY1",34,19,76.5,69,0.463390963577686,"False",7.5
"3554","RCN1",20,34,107.5,118.5,0.454524390243903,"False",11
"3555","RCN2",10,20,168.5,162,0.480277777777778,"False",6.5
"3556","RCOR2",10,22,156,161,0.485199004975124,"False",5
"3559","RDX",6,10,129.5,130.5,0.498222449675878,"False",1
"3561","REEP2",27,21,80,94,0.410509898020396,"False",14
"3563","REEP4",15,12,175,182.5,0.479239475774424,"False",7.5
"3564","REEP5",10,16,138,138.5,0.502163703455216,"False",0.5
"3565","REPIN1",5,13,131,163,0.286223709369025,"False",32
"3570","RFC2",28,36,104,104.5,0.503380681818182,"False",0.5
"3571","RFC3",10,20,117,110.5,0.480277777777778,"False",6.5
"3572","RFC4",35,49,98,107,0.463390963577686,"False",9
"3573","RFC5",13,23,90,116,0.306046511627907,"False",26
"3580","RFXANK",7,21,93,84,0.460244869402985,"False",9
"3585","RHBDD2",7,8,115,133.5,0.409432989690722,"False",18.5
"3586","RHEB",13,39,83,124,0.148765217391304,"False",41
"3588","RHOA",75,110,84,88,0.479239475774424,"False",4
"3589","RHOB",9,11,156,141,0.438304674905965,"False",15
"3594","RIC8A",7,9,102,111,0.456849975880367,"False",9
"3596","RIOK1",8,8,79,105.5,0.271209183673469,"False",26.5
"3597","RIOK2",9,13,79,107,0.250910099889012,"False",28
"3599","RIT1",5,10,122,101.5,0.370964285714286,"False",20.5
"3603","RMND1",8,9,79.5,97,0.38725352112676,"False",17.5
"3606","RNASEH2A",42,58,76,76.5,0.501106433142472,"False",0.5
"3608","RND2",24,125,110.5,78,0.20907122905028,"False",32.5
"3609","RNF10",14,11,104.5,110,0.481992598363849,"False",5.5
"3610","RNF114",14,23,70.5,104,0.159436026936027,"False",33.5
"3611","RNF13",5,6,65,68,0.491544550810015,"False",3
"3612","RNF130",6,13,64.5,79,0.398058191018343,"False",14.5
"3614","RNF14",7,12,115,50.5,0,"True",64.5
"3616","RNF144A",9,10,145,117,0.301352941176471,"False",28
"3619","RNF181",24,47,100.5,93,0.477731519090171,"False",7.5
"3621","RNF187",5,7,179,146,0.299345238095238,"False",33
"3622","RNF19B",9,10,162,190.5,0.3473753894081,"False",28.5
"3623","RNF20",5,11,84,62,0.298736162361624,"False",22
"3626","RNF220",11,20,97,144.5,0.100936123348018,"False",47.5
"3628","RNF25",16,10,84.5,105,0.357792792792793,"False",20.5
"3629","RNF34",28,51,93.5,119,0.31035777385159,"False",25.5
"3630","RNF4",6,14,138,70.5,0,"True",67.5
"3632","RNF41",10,18,113,120.5,0.475476487723679,"False",7.5
"3634","RNF5",26,27,120.5,119,0.498817750677507,"False",1.5
"3635","RNF7",23,35,79,105,0.278283283283283,"False",26
"3639","RNPEP",8,13,118,105,0.431392857142857,"False",13
"3640","RNPS1",8,26,168.5,113,0.0859462915601024,"False",55.5
"3643","ROMO1",58,86,121.5,116,0.479239475774424,"False",5.5
"3644","RP11-1094M14.11",23,33,111,99,0.449172643442623,"False",12
"3645","RP11-111M22.3",12,15,129,101,0.263694736842105,"False",28
"3647","RP11-12G12.7",6,6,62,94.5,0.199436201780416,"False",32.5
"3657","RP11-371A22.1",182,475,68,57,0.430377149195785,"False",11
"3659","RP11-382A20.3",5,11,126,79,0.115525210084034,"False",47
"3663","RP11-400F19.6",7,7,137,85,0.0706358381502891,"False",52
"3667","RP11-410L14.2",7,8,83,128.5,0.096764705882353,"False",45.5
"3668","RP11-425L10.1",8,7,100,56,0.115525210084034,"False",44
"3670","RP11-466H18.1",106,78,89.5,69,0.336442926045016,"False",20.5
"3672","RP11-480I12.5",5,10,148,73.5,0,"True",74.5
"3677","RP11-572P18.1",235,282,66,69.5,0.489398793818319,"False",3.5
"3678","RP11-574K11.24",10,8,102,119,0.405712974296206,"False",17
"3679","RP11-620J15.3",8,21,73.5,99,0.283484698914116,"False",25.5
"3680","RP11-632C17__A.1",47,24,76,83,0.467461746174617,"False",7
"3682","RP11-673C5.1",5,6,155,68,0,"True",87
"3683","RP11-676M6.1",36,51,100.5,83,0.391459709379128,"False",17.5
"3697","RPA1",20,51,102.5,98,0.480140538400633,"False",4.5
"3698","RPA2",53,75,95,86,0.453206012814194,"False",9
"3699","RPA3",17,28,100,112,0.449172643442623,"False",12
"3700","RPAIN",42,63,107.5,95,0.449356486210419,"False",12.5
"3702","RPAP3",8,9,65.5,92,0.263694736842105,"False",26.5
"3703","RPE",6,13,127.5,60,0,"True",67.5
"3704","RPF1",21,19,108,93,0.409794561933535,"False",15
"3705","RPF2",21,18,73,92,0.362611275964392,"False",19
"3708","RPL10",314,318,100,96,0.479239475774424,"False",4
"3709","RPL10A",219,227,97,83,0.431135611907387,"False",14
"3711","RPL11",212,216,94,74,0.358203883495146,"False",20
"3712","RPL12",261,202,81,82,0.496910247592847,"False",1
"3713","RPL13",40,281,67,87,0.332174629324547,"False",20
"3714","RPL13A",82,71,63.5,91,0.245681818181818,"False",27.5
"3715","RPL13AP5",331,313,60,56,0.489898838516298,"False",4
"3716","RPL14",107,75,77,68,0.468126660761736,"False",9
"3718","RPL15",303,321,90,86,0.483550696594427,"False",4
"3720","RPL18",161,206,88,92.5,0.477460317460318,"False",4.5
"3721","RPL18A",32,17,81.5,104,0.307404274265361,"False",22.5
"3722","RPL18AP3",31,28,84,107.5,0.31685393258427,"False",23.5
"3723","RPL19",817,656,87,88,0.493792184724689,"False",1
"3725","RPL22",139,133,93,90,0.491544550810015,"False",3
"3726","RPL22L1",11,12,86,126,0.110972222222222,"False",40
"3727","RPL23",138,132,66,66.5,0.51553125,"False",0.5
"3728","RPL23A",84,47,87,84,0.492380952380952,"False",3
"3729","RPL23AP42",39,15,92,103,0.457300334768053,"False",11
"3731","RPL23AP82",16,13,95,130,0.210689655172414,"False",35
"3732","RPL24",172,175,92.5,86,0.475476487723679,"False",6.5
"3733","RPL26L1",76,52,114,88,0.278283283283283,"False",26
"3735","RPL27",526,511,91,85,0.475476487723679,"False",6
"3736","RPL27A",192,214,84.5,95.5,0.45021052631579,"False",11
"3737","RPL28",139,87,134,133,0.498222449675878,"False",1
"3738","RPL29",303,296,99,95.5,0.493602620087336,"False",3.5
"3739","RPL3",2032,1688,91,80,0.43876741693462,"False",11
"3740","RPL30",192,244,86,83,0.496687953054884,"False",3
"3741","RPL31",178,148,79.5,86.5,0.473804857264593,"False",7
"3742","RPL32",274,316,80.5,86.5,0.477460317460318,"False",6
"3744","RPL34",249,413,99,96,0.495550668543279,"False",3
"3745","RPL35",940,1283,92,94,0.495550668543279,"False",2
"3746","RPL35A",250,271,91.5,99,0.4723147751606,"False",7.5
"3747","RPL36",514,519,109,116,0.475476487723679,"False",7
"3748","RPL36AL",148,123,95,100,0.478152480839048,"False",5
"3749","RPL37",218,203,100,105,0.480602196939976,"False",5
"3750","RPL37A",283,270,96,87.5,0.467461746174617,"False",8.5
"3751","RPL38",216,197,101,100,0.496687953054884,"False",1
"3752","RPL39",12,6,51.5,117,0,"True",65.5
"3753","RPL39P3",22,18,61,77.5,0.39244071146245,"False",16.5
"3755","RPL4",956,925,83,76,0.475164835164835,"False",7
"3756","RPL41",119,93,88,89,0.502163703455216,"False",1
"3758","RPL4P4",12,15,69,70,0.496687953054884,"False",1
"3759","RPL5",660,838,80,87,0.471228758169935,"False",7
"3760","RPL6",263,255,83,85,0.493792184724689,"False",2
"3761","RPL6P27",22,11,67.5,94,0.263694736842105,"False",26.5
"3762","RPL7",39,16,64,95.5,0.199436201780416,"False",31.5
"3763","RPL7A",258,352,86,78,0.468126660761736,"False",8
"3764","RPL7L1",12,8,74.5,59,0.391459709379128,"False",15.5
"3765","RPL7P1",26,15,67,68,0.496687953054884,"False",1
"3766","RPL7P9",50,29,51,78,0.230566037735849,"False",27
"3767","RPL8",1107,562,94,88,0.479239475774424,"False",6
"3768","RPL9",56,38,94.5,121,0.283977495107632,"False",26.5
"3769","RPLP0",1022,1106,68,69,0.500583277140931,"False",1
"3770","RPLP0P6",12,16,55,72,0.350880551301685,"False",17
"3771","RPLP1",631,510,107,93,0.412297859690844,"False",14
"3772","RPLP2",213,177,101,104,0.493792184724689,"False",3
"3773","RPN1",9,26,105,111.5,0.477460317460318,"False",6.5
"3774","RPN2",89,128,80,104.5,0.29353078358209,"False",24.5
"3775","RPP25L",11,13,84,116,0.215549525101764,"False",32
"3776","RPP30",17,39,76,74,0.491544550810015,"False",2
"3777","RPP40",9,7,35,50,0.365007241129616,"False",15
"3778","RPRD1A",8,11,125.5,78,0.105800865800866,"False",47.5
"3780","RPS11",360,504,105,99,0.483303606048856,"False",6
"3781","RPS12",128,106,85,99,0.412297859690844,"False",14
"3782","RPS13",295,287,94,102,0.468126660761736,"False",8
"3783","RPS14",1570,1726,91,84,0.468126660761736,"False",7
"3784","RPS15",299,351,94,92,0.499176251691475,"False",2
"3786","RPS16",338,279,77,70,0.471515477214101,"False",7
"3787","RPS17",62,75,125,107,0.394579256360078,"False",18
"3788","RPS18",410,259,82,75,0.460244869402985,"False",7
"3789","RPS19",2767,2246,104,90,0.424890804597701,"False",14
"3791","RPS2",222,274,71.5,72,0.501628532974428,"False",0.5
"3792","RPS20",180,260,90.5,79,0.440593849416755,"False",11.5
"3793","RPS21",79,59,105,97,0.467348826714801,"False",8
"3794","RPS23",301,160,93,87.5,0.475164835164835,"False",5.5
"3795","RPS24",168,175,81,82,0.514367380560132,"False",1
"3796","RPS25",213,180,90,101,0.448339340885685,"False",11
"3798","RPS27",10,9,152.5,122,0.283977495107632,"False",30.5
"3799","RPS27A",419,296,97,86,0.449446410515672,"False",11
"3800","RPS27L",58,104,84.5,75,0.456256645722571,"False",9.5
"3801","RPS28",5,10,107,92.5,0.412297859690844,"False",14.5
"3803","RPS29",146,164,93,123.5,0.246655132641292,"False",30.5
"3804","RPS3",1047,926,72,72,0.52368567682727,"False",0
"3805","RPS3A",457,479,91,80,0.448339340885685,"False",11
"3807","RPS4X",376,516,75,81,0.478152480839048,"False",6
"3809","RPS5",273,303,71,68,0.490350877192982,"False",3
"3810","RPS6",820,653,87,83,0.480602196939976,"False",4
"3813","RPS7",222,150,83,89.5,0.468649425287356,"False",6.5
"3815","RPS8",155,155,81,89,0.475078389830508,"False",8
"3816","RPS9",56,78,83.5,82.5,0.496687953054884,"False",1
"3817","RPSA",59,84,69,67.5,0.496910247592847,"False",1.5
"3821","RQCD1",27,35,162,140,0.382134602311353,"False",22
"3822","RRAGD",5,12,85,77.5,0.471515477214101,"False",7.5
"3824","RRM1",21,26,90,86.5,0.489898838516298,"False",3.5
"3825","RRM2",17,12,77,83.5,0.471228758169935,"False",6.5
"3829","RRP15",14,8,115.5,68.5,0.0889805825242719,"False",47
"3833","RRP8",8,5,84.5,129,0.132303149606299,"False",44.5
"3834","RRP9",7,7,133,153,0.379463157894737,"False",20
"3835","RSAD1",9,10,119,154,0.230566037735849,"False",35
"3837","RSL1D1",255,188,78,73,0.484286263947672,"False",5
"3838","RSL24D1",36,33,88.5,79,0.454621909840039,"False",9.5
"3840","RSRC1",7,15,68,96,0.250910099889012,"False",28
"3841","RSRC2",38,37,90,85,0.480277777777778,"False",5
"3842","RSU1",23,41,68,91,0.298736162361624,"False",23
"3844","RTCB",91,95,86,82,0.484286263947672,"False",4
"3845","RTF1",6,6,108.5,151.5,0.14415607985481,"False",43
"3847","RTN3",20,23,102.5,71,0.203962264150944,"False",31.5
"3848","RTN4",21,35,90,142,0.0706358381502891,"False",52
"3854","RUVBL1",33,29,126,107,0.398058191018343,"False",19
"3855","RUVBL2",43,44,99,74,0.285291828793774,"False",25
"3856","RWDD1",9,23,79,72,0.468969298245614,"False",7
"3857","RWDD2B",8,6,128.5,71.5,0.0462878787878788,"True",57
"3860","SAAL1",10,6,83.5,64,0.332174629324547,"False",19.5
"3861","SAE1",68,128,88,80.5,0.46300790330079,"False",7.5
"3865","SALL2",12,33,77,111,0.188637048192771,"False",34
"3866","SAMD1",5,6,131,134,0.495550668543279,"False",3
"3868","SAMM50",11,10,67,111.5,0.119434156378601,"False",44.5
"3870","SAP18",97,137,80,110,0.237281553398058,"False",30
"3871","SAP30BP",56,65,97,95,0.497301233721727,"False",2
"3873","SAR1A",12,24,84.5,115,0.241944444444444,"False",30.5
"3874","SAR1B",21,11,99,49,0.0393347639484979,"True",50
"3876","SARS",99,105,114,86,0.267982456140351,"False",28
"3877","SART3",18,35,98,96,0.494350603264727,"False",2
"3878","SAT1",5,36,137,103,0.224220183486239,"False",34
"3879","SAT2",6,13,69,77,0.467348826714801,"False",8
"3880","SBDS",5,8,70,50.5,0.324288121314238,"False",19.5
"3887","SCAMP2",8,7,85.5,78,0.460244869402985,"False",7.5
"3888","SCAMP3",34,46,85,101.5,0.398058191018343,"False",16.5
"3890","SCARB2",5,11,114,128,0.440593849416755,"False",14
"3893","SCD",14,56,134,119,0.414298349056604,"False",15
"3898","SCNM1",28,63,90,105,0.398058191018343,"False",15
"3901","SCOC",8,23,77,83,0.478152480839048,"False",6
"3902","SCP2",13,22,116,88,0.266756756756757,"False",28
"3904","SCRIB",6,5,203.5,207,0.495550668543279,"False",3.5
"3905","SCRN1",19,8,118,74.5,0.119434156378601,"False",43.5
"3908","SDAD1",7,6,169,120,0.096764705882353,"False",49
"3909","SDC1",12,19,168.5,128,0.196654191616767,"False",40.5
"3911","SDCBP",28,64,105,100.5,0.483550696594427,"False",4.5
"3914","SDF2",8,24,116.5,90,0.283977495107632,"False",26.5
"3915","SDHA",22,23,131.5,88,0.14415607985481,"False",43.5
"3916","SDHAF1",5,6,140,127,0.444795336787565,"False",13
"3917","SDHAF3",25,32,61,85,0.283977495107632,"False",24
"3919","SDHB",64,44,110,89.5,0.36268390386016,"False",20.5
"3920","SDHC",11,19,59,115,0.0167857142857143,"True",56
"3922","SDK2",7,5,114,131,0.398058191018343,"False",17
"3923","SDR39U1",6,14,108,122,0.416753512880562,"False",14
"3924","SEC11A",31,45,51,65,0.399558823529412,"False",14
"3925","SEC11C",10,20,91,91,0.506117764471058,"False",0
"3926","SEC13",33,45,102,78,0.310859649122807,"False",24
"3930","SEC23B",6,13,75,112,0.148765217391304,"False",37
"3931","SEC23IP",6,9,113.5,103,0.46552380952381,"False",10.5
"3932","SEC24C",9,13,116,106,0.451582341269841,"False",10
"3933","SEC31A",10,8,119,108.5,0.457300334768053,"False",10.5
"3936","SEC61B",36,79,102.5,96,0.475560398505604,"False",6.5
"3937","SEC61G",8,26,133.5,137.5,0.493792184724689,"False",4
"3938","SEC62",6,29,70,84,0.428591470258137,"False",14
"3940","SEH1L",14,15,94.5,82,0.429397222222222,"False",12.5
"3942","SELENBP1",7,33,73,88,0.41780829924021,"False",15
"3943","SELK",70,167,112.5,117,0.483610038610039,"False",4.5
"3945","SELT",16,35,140.5,145,0.489898838516298,"False",4.5
"3949","SEP15",22,28,93.5,94,0.496687953054884,"False",0.5
"3950","SEPHS1",26,32,86,109,0.313742384682332,"False",23
"3951","SEPN1",7,12,179,155.5,0.39,"False",23.5
"3952","SEPT2",28,111,113.5,95,0.36268390386016,"False",18.5
"3953","SEPT6",10,34,142.5,91.5,0.0604950495049505,"False",51
"3954","SEPT7",12,38,138.5,105,0.222255291005291,"False",33.5
"3955","SEPT9",6,8,61.5,104.5,0.096764705882353,"False",43
"3956","SEPW1",56,81,109.5,106,0.492958287596048,"False",3.5
"3958","SERBP1",28,29,71.5,89,0.36268390386016,"False",17.5
"3959","SERF2",576,750,114,115,0.522196522309711,"False",1
"3962","SERP1",7,11,83,150,0.0167857142857143,"True",67
"3964","SERPINH1",25,72,124,116.5,0.475476487723679,"False",7.5
"3970","SET",57,76,109,96.5,0.439227685729556,"False",12.5
"3972","SETD2",12,6,95,171,0,"True",76
"3973","SETD3",7,9,141,127,0.42546803652968,"False",14
"3974","SETD4",5,5,167,52,0,"True",115
"3975","SF1",13,21,142,151,0.471515477214101,"False",9
"3976","SF3A1",9,7,115,114,0.496687953054884,"False",1
"3977","SF3A2",15,13,157,148,0.469280087527352,"False",9
"3978","SF3A3",270,287,85,98,0.426560203504805,"False",13
"3979","SF3B1",15,19,112,149,0.217627688172043,"False",37
"3980","SF3B2",24,34,106,95.5,0.444795336787565,"False",10.5
"3981","SF3B4",8,7,146.5,91,0.0604950495049505,"False",55.5
"3982","SF3B5",48,69,103.5,89,0.420950581395349,"False",14.5
"3983","SF3B6",87,93,107,116,0.46552380952381,"False",9
"3984","SFPQ",19,52,114,161,0.142225325884544,"False",47
"3986","SFT2D1",15,6,73,87,0.412297859690844,"False",14
"3989","SGCB",8,17,64.5,79,0.41780829924021,"False",14.5
"3990","SGCE",8,31,202,82,0,"True",120
"3991","SGOL1",10,8,84,114,0.22873730964467,"False",30
"3997","SH3BGRL",24,64,112.5,110.5,0.496687953054884,"False",2
"3999","SH3BGRL3",27,48,123,113.5,0.456849975880367,"False",9.5
"4007","SHC1",21,11,142,110,0.248823529411765,"False",32
"4008","SHFM1",96,139,97,108,0.451753214638971,"False",11
"4009","SHISA5",24,42,82,99,0.358203883495146,"False",17
"4010","SHMT1",12,9,104.5,44,0,"True",60.5
"4011","SHMT2",58,51,118,88,0.261390374331551,"False",30
"4014","SIGMAR1",9,8,120,94.5,0.288317445185891,"False",25.5
"4015","SIKE1",10,12,192.5,180.5,0.46552380952381,"False",12
"4019","SIRT2",8,17,79,87,0.468126660761736,"False",8
"4021","SIVA1",13,36,67,104.5,0.142225325884544,"False",37.5
"4022","SKA2",13,30,83,94,0.442870321560358,"False",11
"4023","SKA3",20,15,109.5,125,0.41195107398568,"False",15.5
"4027","SKP2",27,18,86,67,0.335334947538337,"False",19
